"X","word","freq","sector","avg.freq"
"2860","encompasses",1,1,1.66666666666667
"9328","encompasses",1,2,1.66666666666667
"14138","encompasses",1,3,1.66666666666667
"16262","encompasses",4,4,1.66666666666667
"21894","encompasses",2,5,1.66666666666667
"26764","encompasses",1,6,1.66666666666667
"2861","encompassing",1,1,1.66666666666667
"13254","encompassing",2,3,1.66666666666667
"25866","encompassing",2,6,1.66666666666667
"2885","envision",1,1,1.66666666666667
"6567","envision",3,2,1.66666666666667
"14162","envision",1,3,1.66666666666667
"2908","exception",1,1,1.66666666666667
"9414","exception",1,2,1.66666666666667
"16551","exception",3,4,1.66666666666667
"2920","exercising",1,1,1.66666666666667
"6576","exercising",3,2,1.66666666666667
"26806","exercising",1,6,1.66666666666667
"2943","fail",1,1,1.66666666666667
"7386","fail",2,2,1.66666666666667
"17074","fail",2,4,1.66666666666667
"1122","fits",3,1,1.66666666666667
"9524","fits",1,2,1.66666666666667
"26846","fits",1,6,1.66666666666667
"2991","forthcoming",1,1,1.66666666666667
"12908","forthcoming",3,3,1.66666666666667
"23220","forthcoming",1,5,1.66666666666667
"3012","gained",1,1,1.66666666666667
"7425","gained",2,2,1.66666666666667
"17099","gained",2,4,1.66666666666667
"3053","harmful",1,1,1.66666666666667
"7451","harmful",2,2,1.66666666666667
"17119","harmful",2,4,1.66666666666667
"3106","inappropriate",1,1,1.66666666666667
"18715","inappropriate",1,4,1.66666666666667
"21474","inappropriate",3,5,1.66666666666667
"3111","income",1,1,1.66666666666667
"6638","income",3,2,1.66666666666667
"18719","income",1,4,1.66666666666667
"1151","indicate",3,1,1.66666666666667
"9866","indicate",1,2,1.66666666666667
"18730","indicate",1,4,1.66666666666667
"1716","indicating",2,1,1.66666666666667
"22016","indicating",2,5,1.66666666666667
"27004","indicating",1,6,1.66666666666667
"1736","interfaces",2,1,1.66666666666667
"7526","interfaces",2,2,1.66666666666667
"27043","interfaces",1,6,1.66666666666667
"3208","issues;",1,1,1.66666666666667
"6675","issues;",3,2,1.66666666666667
"14450","issues;",1,3,1.66666666666667
"3219","journalism",1,1,1.66666666666667
"10032","journalism",1,2,1.66666666666667
"16621","journalism",3,4,1.66666666666667
"3223","judgment",1,1,1.66666666666667
"7561","judgment",2,2,1.66666666666667
"25975","judgment",2,6,1.66666666666667
"1779","looked",2,1,1.66666666666667
"7602","looked",2,2,1.66666666666667
"14513","looked",1,3,1.66666666666667
"1180","loose",3,1,1.66666666666667
"10174","loose",1,2,1.66666666666667
"27164","loose",1,6,1.66666666666667
"3297","mankind",1,1,1.66666666666667
"6701","mankind",3,2,1.66666666666667
"14521","mankind",1,3,1.66666666666667
"1816","modify",2,1,1.66666666666667
"7652","modify",2,2,1.66666666666667
"23699","modify",1,5,1.66666666666667
"3365","movement",1,1,1.66666666666667
"10340","movement",1,2,1.66666666666667
"25595","movement",3,6,1.66666666666667
"1832","neelie",2,1,1.66666666666667
"7670","neelie",2,2,1.66666666666667
"23739","neelie",1,5,1.66666666666667
"1200","nurture",3,1,1.66666666666667
"10454","nurture",1,2,1.66666666666667
"23776","nurture",1,5,1.66666666666667
"1866","optimal",2,1,1.66666666666667
"10500","optimal",1,2,1.66666666666667
"22137","optimal",2,5,1.66666666666667
"1874","origins",2,1,1.66666666666667
"7718","origins",2,2,1.66666666666667
"19208","origins",1,4,1.66666666666667
"3481","overview",1,1,1.66666666666667
"7726","overview",2,2,1.66666666666667
"14646","overview",1,3,1.66666666666667
"16679","overview",3,4,1.66666666666667
"23843","overview",1,5,1.66666666666667
"26052","overview",2,6,1.66666666666667
"3529","planning",1,1,1.66666666666667
"7758","planning",2,2,1.66666666666667
"14692","planning",1,3,1.66666666666667
"16693","planning",3,4,1.66666666666667
"23907","planning",1,5,1.66666666666667
"26070","planning",2,6,1.66666666666667
"3562","practically",1,1,1.66666666666667
"6783","practically",3,2,1.66666666666667
"23934","practically",1,5,1.66666666666667
"1917","precise",2,1,1.66666666666667
"10731","precise",1,2,1.66666666666667
"17332","precise",2,4,1.66666666666667
"3571","presentation",1,1,1.66666666666667
"7780","presentation",2,2,1.66666666666667
"26084","presentation",2,6,1.66666666666667
"1222","procedure",3,1,1.66666666666667
"10787","procedure",1,2,1.66666666666667
"19332","procedure",1,4,1.66666666666667
"1956","referenced",2,1,1.66666666666667
"7835","referenced",2,2,1.66666666666667
"19418","referenced",1,4,1.66666666666667
"3690","remove",1,1,1.66666666666667
"7853","remove",2,2,1.66666666666667
"13506","remove",2,3,1.66666666666667
"17385","remove",2,4,1.66666666666667
"24064","remove",1,5,1.66666666666667
"26131","remove",2,6,1.66666666666667
"1970","reported",2,1,1.66666666666667
"10987","reported",1,2,1.66666666666667
"17388","reported",2,4,1.66666666666667
"3725","return",1,1,1.66666666666667
"7881","return",2,2,1.66666666666667
"17398","return",2,4,1.66666666666667
"1991","routinely",2,1,1.66666666666667
"11080","routinely",1,2,1.66666666666667
"22250","routinely",2,5,1.66666666666667
"3761","satisfactory",1,1,1.66666666666667
"7902","satisfactory",2,2,1.66666666666667
"17417","satisfactory",2,4,1.66666666666667
"2001","scenarios",2,1,1.66666666666667
"7907","scenarios",2,2,1.66666666666667
"24147","scenarios",1,5,1.66666666666667
"3770","sciences",1,1,1.66666666666667
"14869","sciences",1,3,1.66666666666667
"16744","sciences",3,4,1.66666666666667
"3828","simultaneously",1,1,1.66666666666667
"6871","simultaneously",3,2,1.66666666666667
"24195","simultaneously",1,5,1.66666666666667
"2030","soon",2,1,1.66666666666667
"6877","soon",3,2,1.66666666666667
"14925","soon",1,3,1.66666666666667
"19619","soon",1,4,1.66666666666667
"22282","soon",2,5,1.66666666666667
"27638","soon",1,6,1.66666666666667
"2059","stressing",2,1,1.66666666666667
"11338","stressing",1,2,1.66666666666667
"13569","stressing",2,3,1.66666666666667
"2068","subsequently",2,1,1.66666666666667
"7998","subsequently",2,2,1.66666666666667
"14966","subsequently",1,3,1.66666666666667
"3909","suffer",1,1,1.66666666666667
"6893","suffer",3,2,1.66666666666667
"24305","suffer",1,5,1.66666666666667
"3946","terrorism",1,1,1.66666666666667
"6906","terrorism",3,2,1.66666666666667
"15008","terrorism",1,3,1.66666666666667
"3960","through",1,1,1.66666666666667
"6913","through",3,2,1.66666666666667
"13594","through",2,3,1.66666666666667
"19766","through",1,4,1.66666666666667
"24382","through",1,5,1.66666666666667
"26203","through",2,6,1.66666666666667
"2102","timeline",2,1,1.66666666666667
"15027","timeline",1,3,1.66666666666667
"22331","timeline",2,5,1.66666666666667
"3969","(tlds)",1,1,1.66666666666667
"16786","(tlds)",3,4,1.66666666666667
"27738","(tlds)",1,6,1.66666666666667
"2126","two-year",2,1,1.66666666666667
"8054","two-year",2,2,1.66666666666667
"15063","two-year",1,3,1.66666666666667
"4005","ubiquitous",1,1,1.66666666666667
"21642","ubiquitous",3,5,1.66666666666667
"27778","ubiquitous",1,6,1.66666666666667
"2134","underrepresented",2,1,1.66666666666667
"8062","underrepresented",2,2,1.66666666666667
"24452","underrepresented",1,5,1.66666666666667
"1303","unlike",3,1,1.66666666666667
"11624","unlike",1,2,1.66666666666667
"24472","unlike",1,5,1.66666666666667
"4025","unlikely",1,1,1.66666666666667
"8070","unlikely",2,2,1.66666666666667
"22355","unlikely",2,5,1.66666666666667
"2139","unusual",2,1,1.66666666666667
"8072","unusual",2,2,1.66666666666667
"27803","unusual",1,6,1.66666666666667
"4033","urges",1,1,1.66666666666667
"11658","urges",1,2,1.66666666666667
"21650","urges",3,5,1.66666666666667
"4058","vertical",1,1,1.66666666666667
"11701","vertical",1,2,1.66666666666667
"16802","vertical",3,4,1.66666666666667
"1308","videos",3,1,1.66666666666667
"11712","videos",1,2,1.66666666666667
"24520","videos",1,5,1.66666666666667
"4083","vol",1,1,1.66666666666667
"11739","vol",1,2,1.66666666666667
"16805","vol",3,4,1.66666666666667
"4090","watch",1,1,1.66666666666667
"8097","watch",2,2,1.66666666666667
"17540","watch",2,4,1.66666666666667
"2166","window",2,1,1.66666666666667
"8114","window",2,2,1.66666666666667
"19948","window",1,4,1.66666666666667
"2171","worm",2,1,1.66666666666667
"19960","worm",1,4,1.66666666666667
"26252","worm",2,6,1.66666666666667
"6972","-2013",2,2,1.66666666666667
"13652","-2013",1,3,1.66666666666667
"16830","-2013",2,4,1.66666666666667
"6977","-4",2,2,1.66666666666667
"13092","-4",2,3,1.66666666666667
"17640","-4",1,4,1.66666666666667
"8272","accelerated",1,2,1.66666666666667
"17664","accelerated",1,4,1.66666666666667
"21323","accelerated",3,5,1.66666666666667
"8283","accurate",1,2,1.66666666666667
"16845","accurate",2,4,1.66666666666667
"21668","accurate",2,5,1.66666666666667
"7018","affirms",2,2,1.66666666666667
"16863","affirms",2,4,1.66666666666667
"26300","affirms",1,6,1.66666666666667
"7033","alter",2,2,1.66666666666667
"21690","alter",2,5,1.66666666666667
"26327","alter",1,6,1.66666666666667
"6389","anymore",3,2,1.66666666666667
"17769","anymore",1,4,1.66666666666667
"22481","anymore",1,5,1.66666666666667
"8515","attributes",1,2,1.66666666666667
"13766","attributes",1,3,1.66666666666667
"21346","attributes",3,5,1.66666666666667
"8546","aware",1,2,1.66666666666667
"13777","aware",1,3,1.66666666666667
"21349","aware",3,5,1.66666666666667
"7139","catalyze",2,2,1.66666666666667
"17980","catalyze",1,4,1.66666666666667
"25769","catalyze",2,6,1.66666666666667
"7142","caucus",2,2,1.66666666666667
"16933","caucus",2,4,1.66666666666667
"26470","caucus",1,6,1.66666666666667
"7163","civic",2,2,1.66666666666667
"13856","civic",1,3,1.66666666666667
"21773","civic",2,5,1.66666666666667
"6464","conducting",3,2,1.66666666666667
"13920","conducting",1,3,1.66666666666667
"22763","conducting",1,5,1.66666666666667
"7221","continuation",2,2,1.66666666666667
"21805","continuation",2,5,1.66666666666667
"26592","continuation",1,6,1.66666666666667
"7235","corner",2,2,1.66666666666667
"13968","corner",1,3,1.66666666666667
"21815","corner",2,5,1.66666666666667
"9039","deadline",1,2,1.66666666666667
"12859","deadline",3,3,1.66666666666667
"18227","deadline",1,4,1.66666666666667
"9071","default",1,2,1.66666666666667
"22895","default",1,5,1.66666666666667
"25497","default",3,6,1.66666666666667
"9158","differently",1,2,1.66666666666667
"12869","differently",3,3,1.66666666666667
"22955","differently",1,5,1.66666666666667
"6531","disproportionate",3,2,1.66666666666667
"14077","disproportionate",1,3,1.66666666666667
"26702","disproportionate",1,6,1.66666666666667
"6534","diversify",3,2,1.66666666666667
"22999","diversify",1,5,1.66666666666667
"26708","diversify",1,6,1.66666666666667
"7315","dozen",2,2,1.66666666666667
"14096","dozen",1,3,1.66666666666667
"17020","dozen",2,4,1.66666666666667
"7316","drafts",2,2,1.66666666666667
"18337","drafts",1,4,1.66666666666667
"25852","drafts",2,6,1.66666666666667
"7343","employees",2,2,1.66666666666667
"17039","employees",2,4,1.66666666666667
"26758","employees",1,6,1.66666666666667
"7345","enacted",2,2,1.66666666666667
"17040","enacted",2,4,1.66666666666667
"23078","enacted",1,5,1.66666666666667
"6563","enriched",3,2,1.66666666666667
"14154","enriched",1,3,1.66666666666667
"26777","enriched",1,6,1.66666666666667
"7355","envisaged",2,2,1.66666666666667
"17051","envisaged",2,4,1.66666666666667
"23104","envisaged",1,5,1.66666666666667
"6579","expires",3,2,1.66666666666667
"18466","expires",1,4,1.66666666666667
"26814","expires",1,6,1.66666666666667
"7418","fruitful",2,2,1.66666666666667
"18560","fruitful",1,4,1.66666666666667
"21950","fruitful",2,5,1.66666666666667
"7458","heavily",2,2,1.66666666666667
"18623","heavily",1,4,1.66666666666667
"21984","heavily",2,5,1.66666666666667
"7459","helped",2,2,1.66666666666667
"23323","helped",1,5,1.66666666666667
"25928","helped",2,6,1.66666666666667
"7474","(icann",2,2,1.66666666666667
"21996","(icann",2,5,1.66666666666667
"26950","(icann",1,6,1.66666666666667
"7476","icann/iana",2,2,1.66666666666667
"14356","icann/iana",1,3,1.66666666666667
"21997","icann/iana",2,5,1.66666666666667
"6628","(ig)",3,2,1.66666666666667
"14364","(ig)",1,3,1.66666666666667
"23364","(ig)",1,5,1.66666666666667
"6642","incorporating",3,2,1.66666666666667
"18721","incorporating",1,4,1.66666666666667
"23393","incorporating",1,5,1.66666666666667
"7503","informational",2,2,1.66666666666667
"13344","informational",2,3,1.66666666666667
"27020","informational",1,6,1.66666666666667
"7539","introduce",2,2,1.66666666666667
"14428","introduce",1,3,1.66666666666667
"22039","introduce",2,5,1.66666666666667
"9980","investigations",1,2,1.66666666666667
"16618","investigations",3,4,1.66666666666667
"23479","investigations",1,5,1.66666666666667
"6669","invitation",3,2,1.66666666666667
"14440","invitation",1,3,1.66666666666667
"23481","invitation",1,5,1.66666666666667
"7545","ip-based",2,2,1.66666666666667
"14444","ip-based",1,3,1.66666666666667
"17187","ip-based",2,4,1.66666666666667
"7554","itu)",2,2,1.66666666666667
"23503","itu)",1,5,1.66666666666667
"25971","itu)",2,6,1.66666666666667
"6685","laying",3,2,1.66666666666667
"14483","laying",1,3,1.66666666666667
"23551","laying",1,5,1.66666666666667
"6689","legality",3,2,1.66666666666667
"14487","legality",1,3,1.66666666666667
"18895","legality",1,4,1.66666666666667
"7593","linking",2,2,1.66666666666667
"18920","linking",1,4,1.66666666666667
"26000","linking",2,6,1.66666666666667
"7612","mainstreaming",2,2,1.66666666666667
"13396","mainstreaming",2,3,1.66666666666667
"23623","mainstreaming",1,5,1.66666666666667
"10258","merits",1,2,1.66666666666667
"18980","merits",1,4,1.66666666666667
"21516","merits",3,5,1.66666666666667
"10261","message",1,2,1.66666666666667
"13404","message",2,3,1.66666666666667
"17249","message",2,4,1.66666666666667
"10268","methodologies",1,2,1.66666666666667
"17250","methodologies",2,4,1.66666666666667
"26018","methodologies",2,6,1.66666666666667
"10273","middle",1,2,1.66666666666667
"16648","middle",3,4,1.66666666666667
"23672","middle",1,5,1.66666666666667
"6716","mistake",3,2,1.66666666666667
"23684","mistake",1,5,1.66666666666667
"27211","mistake",1,6,1.66666666666667
"10334","morals",1,2,1.66666666666667
"17264","morals",2,4,1.66666666666667
"22100","morals",2,5,1.66666666666667
"7659","multifaceted",2,2,1.66666666666667
"22105","multifaceted",2,5,1.66666666666667
"27232","multifaceted",1,6,1.66666666666667
"6726","nairobi",3,2,1.66666666666667
"14573","nairobi",1,3,1.66666666666667
"19043","nairobi",1,4,1.66666666666667
"7677","newly",2,2,1.66666666666667
"13420","newly",2,3,1.66666666666667
"19075","newly",1,4,1.66666666666667
"10435","non-technical",1,2,1.66666666666667
"17282","non-technical",2,4,1.66666666666667
"22125","non-technical",2,5,1.66666666666667
"6741","nowadays",3,2,1.66666666666667
"19107","nowadays",1,4,1.66666666666667
"23773","nowadays",1,5,1.66666666666667
"6745","obstacles",3,2,1.66666666666667
"19115","obstacles",1,4,1.66666666666667
"27297","obstacles",1,6,1.66666666666667
"7706","opposite",2,2,1.66666666666667
"14624","opposite",1,3,1.66666666666667
"22136","opposite",2,5,1.66666666666667
"7730","panels",2,2,1.66666666666667
"19226","panels",1,4,1.66666666666667
"22146","panels",2,5,1.66666666666667
"10700","pool",1,2,1.66666666666667
"23920","pool",1,5,1.66666666666667
"25618","pool",3,6,1.66666666666667
"10705","populations",1,2,1.66666666666667
"19286","populations",1,4,1.66666666666667
"21550","populations",3,5,1.66666666666667
"6808","pursued",3,2,1.66666666666667
"19368","pursued",1,4,1.66666666666667
"23998","pursued",1,5,1.66666666666667
"10957","relative",1,2,1.66666666666667
"13501","relative",2,3,1.66666666666667
"22226","relative",2,5,1.66666666666667
"7855","renewal",2,2,1.66666666666667
"19447","renewal",1,4,1.66666666666667
"26134","renewal",2,6,1.66666666666667
"6832","renewed",3,2,1.66666666666667
"19448","renewed",1,4,1.66666666666667
"27527","renewed",1,6,1.66666666666667
"6839","retained",3,2,1.66666666666667
"24098","retained",1,5,1.66666666666667
"27547","retained",1,6,1.66666666666667
"7896","rue",2,2,1.66666666666667
"17412","rue",2,4,1.66666666666667
"27573","rue",1,6,1.66666666666667
"6856","secretary-general",3,2,1.66666666666667
"14874","secretary-general",1,3,1.66666666666667
"19543","secretary-general",1,4,1.66666666666667
"11129","secured",1,2,1.66666666666667
"19547","secured",1,4,1.66666666666667
"25662","secured",3,6,1.66666666666667
"11136","selecting",1,2,1.66666666666667
"16745","selecting",3,4,1.66666666666667
"24164","selecting",1,5,1.66666666666667
"11149","self-regulation",1,2,1.66666666666667
"14881","self-regulation",1,3,1.66666666666667
"16746","self-regulation",3,4,1.66666666666667
"6865","shield",3,2,1.66666666666667
"14897","shield",1,3,1.66666666666667
"19581","shield",1,4,1.66666666666667
"6874","slowing",3,2,1.66666666666667
"14913","slowing",1,3,1.66666666666667
"19599","slowing",1,4,1.66666666666667
"7950","society)",2,2,1.66666666666667
"19611","society)",1,4,1.66666666666667
"22275","society)",2,5,1.66666666666667
"11240","socio-economic",1,2,1.66666666666667
"19612","socio-economic",1,4,1.66666666666667
"21607","socio-economic",3,5,1.66666666666667
"7955","somehow",2,2,1.66666666666667
"24225","somehow",1,5,1.66666666666667
"26170","somehow",2,6,1.66666666666667
"6876","somewhat",3,2,1.66666666666667
"14924","somewhat",1,3,1.66666666666667
"27637","somewhat",1,6,1.66666666666667
"6888","strictly",3,2,1.66666666666667
"24287","strictly",1,5,1.66666666666667
"27681","strictly",1,6,1.66666666666667
"8015","tackling",2,2,1.66666666666667
"14992","tackling",1,3,1.66666666666667
"22314","tackling",2,5,1.66666666666667
"8022","tech",2,2,1.66666666666667
"19727","tech",1,4,1.66666666666667
"22319","tech",2,5,1.66666666666667
"6901","technologists",3,2,1.66666666666667
"19730","technologists",1,4,1.66666666666667
"27718","technologists",1,6,1.66666666666667
"8029","territorial",2,2,1.66666666666667
"13588","territorial",2,3,1.66666666666667
"24362","territorial",1,5,1.66666666666667
"11477","thoroughly",1,2,1.66666666666667
"13062","thoroughly",3,3,1.66666666666667
"24373","thoroughly",1,5,1.66666666666667
"11557","unaccountability",1,2,1.66666666666667
"19821","unaccountability",1,4,1.66666666666667
"21643","unaccountability",3,5,1.66666666666667
"11582","understandings",1,2,1.66666666666667
"13613","understandings",2,3,1.66666666666667
"22347","understandings",2,5,1.66666666666667
"11604","unforeseen",1,2,1.66666666666667
"13071","unforeseen",3,3,1.66666666666667
"27792","unforeseen",1,6,1.66666666666667
"8074","updates",2,2,1.66666666666667
"19855","updates",1,4,1.66666666666667
"26223","updates",2,6,1.66666666666667
"8088","viruses",2,2,1.66666666666667
"17535","viruses",2,4,1.66666666666667
"24525","viruses",1,5,1.66666666666667
"8100","weak",2,2,1.66666666666667
"17541","weak",2,4,1.66666666666667
"27841","weak",1,6,1.66666666666667
"8109","wherever",2,2,1.66666666666667
"22378","wherever",2,5,1.66666666666667
"27852","wherever",1,6,1.66666666666667
"8119","written",2,2,1.66666666666667
"19964","written",1,4,1.66666666666667
"22387","written",2,5,1.66666666666667
"8126","zones",2,2,1.66666666666667
"15167","zones",1,3,1.66666666666667
"26258","zones",2,6,1.66666666666667
"13232","disparities",2,3,1.66666666666667
"18302","disparities",1,4,1.66666666666667
"25839","disparities",2,6,1.66666666666667
"14112","economics",1,3,1.66666666666667
"21417","economics",3,5,1.66666666666667
"26733","economics",1,6,1.66666666666667
"14137","encompass",1,3,1.66666666666667
"17041","encompass",2,4,1.66666666666667
"21893","encompass",2,5,1.66666666666667
"14201","exponential",1,3,1.66666666666667
"21918","exponential",2,5,1.66666666666667
"25886","exponential",2,6,1.66666666666667
"12930","inalienable",3,3,1.66666666666667
"18714","inalienable",1,4,1.66666666666667
"26990","inalienable",1,6,1.66666666666667
"14548","minorities",1,3,1.66666666666667
"16651","minorities",3,4,1.66666666666667
"23679","minorities",1,5,1.66666666666667
"13446","pdf)",2,3,1.66666666666667
"17315","pdf)",2,4,1.66666666666667
"23873","pdf)",1,5,1.66666666666667
"14681","performing",1,3,1.66666666666667
"16687","performing",3,4,1.66666666666667
"23883","performing",1,5,1.66666666666667
"12989","prejudice",3,3,1.66666666666667
"23939","prejudice",1,5,1.66666666666667
"27427","prejudice",1,6,1.66666666666667
"13557","(ssac)",2,3,1.66666666666667
"17453","(ssac)",2,4,1.66666666666667
"27656","(ssac)",1,6,1.66666666666667
"16989","cross",2,4,1.66666666666667
"21822","cross",2,5,1.66666666666667
"26626","cross",1,6,1.66666666666667
"18333","dominates",1,4,1.66666666666667
"21874","dominates",2,5,1.66666666666667
"25850","dominates",2,6,1.66666666666667
"17180","interpreted",2,4,1.66666666666667
"22036","interpreted",2,5,1.66666666666667
"27062","interpreted",1,6,1.66666666666667
"17463","striving",2,4,1.66666666666667
"24290","striving",1,5,1.66666666666667
"26186","striving",2,6,1.66666666666667
"1035","argument",3,1,1.6
"7058","argument",2,2,1.6
"13746","argument",1,3,1.6
"17799","argument",1,4,1.6
"26359","argument",1,6,1.6
"1494","combination",2,1,1.6
"8808","combination",1,2,1.6
"16475","combination",3,4,1.6
"22727","combination",1,5,1.6
"26510","combination",1,6,1.6
"2911","exchanges",1,1,1.6
"6574","exchanges",3,2,1.6
"14189","exchanges",1,3,1.6
"18453","exchanges",1,4,1.6
"21911","exchanges",2,5,1.6
"1771","leverage",2,1,1.6
"10120","leverage",1,2,1.6
"17220","leverage",2,4,1.6
"23570","leverage",1,5,1.6
"25994","leverage",2,6,1.6
"3534","plus",1,1,1.6
"6778","plus",3,2,1.6
"19280","plus",1,4,1.6
"22167","plus",2,5,1.6
"27403","plus",1,6,1.6
"1273","snowden",3,1,1.6
"11234","snowden",1,2,1.6
"14916","snowden",1,3,1.6
"19604","snowden",1,4,1.6
"22274","snowden",2,5,1.6
"3873","standing",1,1,1.6
"7977","standing",2,2,1.6
"16766","standing",3,4,1.6
"24260","standing",1,5,1.6
"27664","standing",1,6,1.6
"2107","trading",2,1,1.6
"11512","trading",1,2,1.6
"13598","trading",2,3,1.6
"24403","trading",1,5,1.6
"26208","trading",2,6,1.6
"4017","unequal",1,1,1.6
"6331","unequal",4,2,1.6
"15079","unequal",1,3,1.6
"24457","unequal",1,5,1.6
"27790","unequal",1,6,1.6
"2145","vary",2,1,1.6
"11685","vary",1,2,1.6
"17530","vary",2,4,1.6
"24502","vary",1,5,1.6
"26230","vary",2,6,1.6
"2156","vulnerabilities",2,1,1.6
"11743","vulnerabilities",1,2,1.6
"13078","vulnerabilities",3,3,1.6
"19910","vulnerabilities",1,4,1.6
"24532","vulnerabilities",1,5,1.6
"7100","bear",2,2,1.6
"13786","bear",1,3,1.6
"16905","bear",2,4,1.6
"21729","bear",2,5,1.6
"26412","bear",1,6,1.6
"8688","careful",1,2,1.6
"13146","careful",2,3,1.6
"17972","careful",1,4,1.6
"21756","careful",2,5,1.6
"25768","careful",2,6,1.6
"6439","collaboratively",3,2,1.6
"13875","collaboratively",1,3,1.6
"18050","collaboratively",1,4,1.6
"21777","collaboratively",2,5,1.6
"26507","collaboratively",1,6,1.6
"8858","comprise",1,2,1.6
"13911","comprise",1,3,1.6
"18105","comprise",1,4,1.6
"22747","comprise",1,5,1.6
"25289","comprise",4,6,1.6
"6090","e-mail",4,2,1.6
"14128","e-mail",1,3,1.6
"18380","e-mail",1,4,1.6
"23060","e-mail",1,5,1.6
"26749","e-mail",1,6,1.6
"9501","feedback",1,2,1.6
"14220","feedback",1,3,1.6
"17078","feedback",2,4,1.6
"23183","feedback",1,5,1.6
"25534","feedback",3,6,1.6
"6617","handled",3,2,1.6
"14314","handled",1,3,1.6
"18611","handled",1,4,1.6
"23305","handled",1,5,1.6
"25924","handled",2,6,1.6
"6652","innovations",3,2,1.6
"14401","innovations",1,3,1.6
"18758","innovations",1,4,1.6
"22021","innovations",2,5,1.6
"27026","innovations",1,6,1.6
"6802","protects",3,2,1.6
"14757","protects",1,3,1.6
"19357","protects",1,4,1.6
"22193","protects",2,5,1.6
"27455","protects",1,6,1.6
"7844","reinforced",2,2,1.6
"14795","reinforced",1,3,1.6
"19435","reinforced",1,4,1.6
"22222","reinforced",2,5,1.6
"26124","reinforced",2,6,1.6
"6889","strive",3,2,1.6
"14958","strive",1,3,1.6
"19668","strive",1,4,1.6
"24289","strive",1,5,1.6
"26185","strive",2,6,1.6
"1329","-2000",2,1,1.5
"8175","-2000",1,2,1.5
"1333","2005)",2,1,1.5
"13645","2005)",1,3,1.5
"1338","2010;",2,1,1.5
"8182","2010;",1,2,1.5
"1342","20th",2,1,1.5
"8190","20th",1,2,1.5
"2238","accident",1,1,1.5
"21666","accident",2,5,1.5
"2243","accomplish",1,1,1.5
"6988","accomplish",2,2,1.5
"16842","accomplish",2,4,1.5
"22403","accomplish",1,5,1.5
"2248","achievement",1,1,1.5
"6995","achievement",2,2,1.5
"17674","achievement",1,4,1.5
"21670","achievement",2,5,1.5
"2250","acknowledgement",1,1,1.5
"6996","acknowledgement",2,2,1.5
"2280","affects",1,1,1.5
"7014","affects",2,2,1.5
"12796","affects",3,3,1.5
"17702","affects",1,4,1.5
"22432","affects",1,5,1.5
"26297","affects",1,6,1.5
"2293","alike",1,1,1.5
"8366","alike",1,2,1.5
"21688","alike",2,5,1.5
"25724","alike",2,6,1.5
"1375","allegedly",2,1,1.5
"8370","allegedly",1,2,1.5
"1376","alliances",2,1,1.5
"22453","alliances",1,5,1.5
"2306","anger",1,1,1.5
"7038","anger",2,2,1.5
"1385","antitrust",2,1,1.5
"22479","antitrust",1,5,1.5
"2320","app",1,1,1.5
"21705","app",2,5,1.5
"1395","argued",2,1,1.5
"8467","argued",1,2,1.5
"17797","argued",1,4,1.5
"25737","argued",2,6,1.5
"2331","arguing",1,1,1.5
"7057","arguing",2,2,1.5
"2355","assurance",1,1,1.5
"12811","assurance",3,3,1.5
"17830","assurance",1,4,1.5
"26384","assurance",1,6,1.5
"2359","attached",1,1,1.5
"6400","attached",3,2,1.5
"13760","attached",1,3,1.5
"17835","attached",1,4,1.5
"1405","audio",2,1,1.5
"8519","audio",1,2,1.5
"1406","augmented",2,1,1.5
"13769","augmented",1,3,1.5
"1411","backbone",2,1,1.5
"22562","backbone",1,5,1.5
"2397","begun",1,1,1.5
"7103","begun",2,2,1.5
"2407","belong",1,1,1.5
"7104","belong",2,2,1.5
"17885","belong",1,4,1.5
"21735","belong",2,5,1.5
"1433","bit",2,1,1.5
"26429","bit",1,6,1.5
"1438","border",2,1,1.5
"22612","border",1,5,1.5
"1442","branches",2,1,1.5
"22619","branches",1,5,1.5
"1445","brazil)",2,1,1.5
"17915","brazil)",1,4,1.5
"2438","broken",1,1,1.5
"7125","broken",2,2,1.5
"22628","broken",1,5,1.5
"25763","broken",2,6,1.5
"1452","brunei",2,1,1.5
"8656","brunei",1,2,1.5
"2450","bypassing",1,1,1.5
"7131","bypassing",2,2,1.5
"2454","californian",1,1,1.5
"7133","californian",2,2,1.5
"1466","celestial",2,1,1.5
"8710","celestial",1,2,1.5
"2479","centric",1,1,1.5
"13151","centric",2,3,1.5
"1470","chaired",2,1,1.5
"8733","chaired",1,2,1.5
"1471","chairman",2,1,1.5
"8734","chairman",1,2,1.5
"1476","chat",2,1,1.5
"8752","chat",1,2,1.5
"1485","clark",2,1,1.5
"22703","clark",1,5,1.5
"1487","closest",2,1,1.5
"18034","closest",1,4,1.5
"2530","combating",1,1,1.5
"12834","combating",3,3,1.5
"22725","combating",1,5,1.5
"26509","combating",1,6,1.5
"1495","combining",2,1,1.5
"26512","combining",1,6,1.5
"2556","complement",1,1,1.5
"13177","complement",2,3,1.5
"2560","complicated",1,1,1.5
"8848","complicated",1,2,1.5
"18101","complicated",1,4,1.5
"21382","complicated",3,5,1.5
"1070","composition",3,1,1.5
"8854","composition",1,2,1.5
"13910","composition",1,3,1.5
"18104","composition",1,4,1.5
"2585","confronted",1,1,1.5
"7207","confronted",2,2,1.5
"2598","consists",1,1,1.5
